State,District,Year,Month,rainfall,deviation,groundwater,reservoir
Telangana,Ranga Reddy,2018,8,228.26,32.86,13.85,
Telangana,Ranga Reddy,2018,9,99.19,48.69,13.97,
Telangana,Ranga Reddy,2018,10,20.28,76.98,14.72,
Telangana,Ranga Reddy,2018,11,2.7,87.26,15.89,
Telangana,Ranga Reddy,2018,12,5.31,51.71,14.02,
Telangana,Ranga Reddy,2019,1,25.81,1022.17,15.39,
Telangana,Ranga Reddy,2019,2,0.37,90.26,15.61,
Telangana,Ranga Reddy,2019,3,0.0,100.0,15.98,
Telangana,Ranga Reddy,2019,4,16.92,11.41,15.98,
Telangana,Ranga Reddy,2019,5,64.75,110.91,17.27,
Telangana,Ranga Reddy,2019,6,85.42,23.94,16.57,
Telangana,Ranga Reddy,2019,7,99.5,44.84,15.44,
Telangana,Ranga Reddy,2019,8,146.39,14.79,13.97,
Telangana,Ranga Reddy,2019,9,165.35,14.46,13.97,
Telangana,Ranga Reddy,2019,10,135.32,53.6,10.12,
Telangana,Ranga Reddy,2019,11,528.9,2394.81,12.5,
Telangana,Ranga Reddy,2019,12,495.19,14048.29,13.04,
Telangana,Ranga Reddy,2020,1,142.7,6104.35,14.0,
Telangana,Ranga Reddy,2020,2,0.92,75.79,14.0,
Telangana,Ranga Reddy,2020,3,61.68,593.03,14.0,
Telangana,Ranga Reddy,2020,4,228.99,1098.9,14.0,
Telangana,Ranga Reddy,2020,5,634.15,1965.64,14.0,
Telangana,Ranga Reddy,2020,6,162.89,45.05,14.0,
Telangana,Ranga Reddy,2020,7,343.34,90.32,14.0,
Telangana,Ranga Reddy,2020,8,171.02,0.45,7.23,
Telangana,Ranga Reddy,2020,9,488.56,152.75,7.23,
Telangana,Ranga Reddy,2020,10,165.39,87.73,7.23,
Telangana,Ranga Reddy,2020,11,20.73,2.22,4.52,
Telangana,Ranga Reddy,2020,12,0.59,83.14,4.52,
Telangana,Ranga Reddy,2021,1,13.54,488.7,6.42,
Telangana,Ranga Reddy,2021,2,36.59,862.89,6.42,
Telangana,Ranga Reddy,2021,3,495.61,5468.65,6.42,
Telangana,Ranga Reddy,2021,4,259.65,1259.42,6.42,
Telangana,Ranga Reddy,2021,5,2695.17,8679.06,6.42,
Telangana,Ranga Reddy,2021,6,75.25,32.99,6.42,
Telangana,Warangal,2014,1,0.57,90.95,2.02,
Telangana,Warangal,2014,2,7.4,5.71,2.33,
Telangana,Warangal,2014,3,4.64,61.65,2.47,
Telangana,Warangal,2014,4,9.51,38.65,2.56,
Telangana,Warangal,2014,5,48.18,82.5,2.63,
Telangana,Warangal,2014,6,48.03,67.57,2.68,
Telangana,Warangal,2014,7,190.21,29.5,2.69,
Telangana,Warangal,2014,8,201.24,8.9,2.27,
Telangana,Warangal,2014,9,118.1,29.15,2.47,
Telangana,Warangal,2014,10,38.01,57.72,2.6,
Telangana,Warangal,2014,11,3.43,84.34,2.81,
Telangana,Warangal,2014,12,0.5,91.67,3.03,
Telangana,Warangal,2015,1,2.31,63.33,3.37,
Telangana,Warangal,2015,2,0.32,95.43,3.45,
Telangana,Warangal,2015,3,24.29,100.74,4.04,
Telangana,Warangal,2015,4,90.86,486.19,7.96,
Telangana,Warangal,2015,5,30.52,15.61,3.47,
