State,District,Year,Month,rainfall,deviation,groundwater,reservoir
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,4,0.43,64.17,11.57,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,5,0.0,100.0,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,6,345.59,81.22,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,7,120.5,62.15,10.11,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,8,17.15,90.6,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,9,233.91,143.66,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,10,5.93,76.47,9.85,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,11,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2015,12,0.0,100.0,10.41,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,1,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,2,0.0,100.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,3,1.05,75.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,4,0.0,100.0,13.34,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,5,0.0,100.0,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,6,76.61,59.83,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,7,295.57,7.17,17.03,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,8,218.55,19.82,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,9,175.28,82.58,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,10,82.46,227.22,8.47,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,11,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2016,12,0.0,100.0,8.05,
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.01
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.01
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.01
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.02
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.01
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.03
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.03
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.03
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,1,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.01
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.01
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.01
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.02
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.01
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.03
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.03
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.03
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,2,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.0
Gujarat,Junagadh,2017,3,0.0,100.0,11.33,0.01
