State,District,Year,Month,predicted_risk
Kerala,Palakkad,2021,5,0.08500135
Kerala,Pathanamthitta,2020,1,0.035647597
Kerala,Pathanamthitta,2020,2,0.074990414
Kerala,Pathanamthitta,2020,3,0.07284289
Kerala,Pathanamthitta,2020,4,0.041368287
Kerala,Pathanamthitta,2020,5,0.044157006
Kerala,Pathanamthitta,2020,6,0.029960966
Kerala,Pathanamthitta,2020,7,0.027329113
Kerala,Pathanamthitta,2020,8,0.027755933
Kerala,Pathanamthitta,2020,9,0.03110088
Kerala,Pathanamthitta,2020,10,0.032549188
Kerala,Pathanamthitta,2020,11,0.03635491
Kerala,Pathanamthitta,2020,12,0.050409976
Kerala,Pathanamthitta,2021,1,0.048995845
Kerala,Pathanamthitta,2021,2,0.06624513
Kerala,Pathanamthitta,2021,3,0.083647504
Kerala,Pathanamthitta,2021,4,0.117500566
Kerala,Pathanamthitta,2021,5,0.13842192
Kerala,Thiruvananthapuram,2020,1,0.035002366
Kerala,Thiruvananthapuram,2020,2,0.06149925
Kerala,Thiruvananthapuram,2020,3,0.069385916
Kerala,Thiruvananthapuram,2020,4,0.046311464
Kerala,Thiruvananthapuram,2020,5,0.035531517
Kerala,Thiruvananthapuram,2020,6,0.029809037
Kerala,Thiruvananthapuram,2020,7,0.02892256
Kerala,Thiruvananthapuram,2020,8,0.030374767
Kerala,Thiruvananthapuram,2020,9,0.028517753
Kerala,Thiruvananthapuram,2020,10,0.03228592
Kerala,Thiruvananthapuram,2020,11,0.035186324
Kerala,Thiruvananthapuram,2020,12,0.05090332
Kerala,Thiruvananthapuram,2021,1,0.056667104
Kerala,Thiruvananthapuram,2021,2,0.0892105
Kerala,Thiruvananthapuram,2021,3,0.0636479
Kerala,Thiruvananthapuram,2021,4,0.071845725
Kerala,Thiruvananthapuram,2021,5,0.068538606
Kerala,Thrissur,2020,1,0.56333596
Kerala,Thrissur,2020,2,0.29380646
Kerala,Thrissur,2020,3,0.13045637
Kerala,Thrissur,2020,4,0.09165537
Kerala,Thrissur,2020,5,0.4626117
Kerala,Thrissur,2020,6,0.34359458
Kerala,Thrissur,2020,7,0.41540524
Kerala,Thrissur,2020,8,0.17134953
Kerala,Thrissur,2020,9,0.25794163
Kerala,Thrissur,2020,10,0.09424274
Kerala,Thrissur,2020,11,0.031035565
Kerala,Thrissur,2020,12,0.030533105
Kerala,Thrissur,2021,1,0.03872358
Kerala,Thrissur,2021,2,0.060866587
Kerala,Thrissur,2021,3,0.04838963
Kerala,Thrissur,2021,4,0.07010727
Kerala,Thrissur,2021,5,0.08632263
Kerala,Wayanad,2020,1,0.2753175
Kerala,Wayanad,2020,2,0.14687158
Kerala,Wayanad,2020,3,0.11607961
Kerala,Wayanad,2020,4,0.12671338
Kerala,Wayanad,2020,5,0.29061794
Kerala,Wayanad,2020,6,0.16130373
Kerala,Wayanad,2020,7,0.17543788
Kerala,Wayanad,2020,8,0.049537953
Kerala,Wayanad,2020,9,0.0908276
Kerala,Wayanad,2020,10,0.06676794
Kerala,Wayanad,2020,11,0.034171462
Kerala,Wayanad,2020,12,0.03407898
Kerala,Wayanad,2021,1,0.031075453
Kerala,Wayanad,2021,2,0.037364405
Kerala,Wayanad,2021,3,0.028744174
Kerala,Wayanad,2021,4,0.064350896
Kerala,Wayanad,2021,5,0.04935303
Madhya Pradesh,Balaghat,2020,1,0.30830166
Madhya Pradesh,Balaghat,2020,2,0.24798912
Madhya Pradesh,Balaghat,2020,3,0.16670813
Madhya Pradesh,Balaghat,2020,4,0.14158346
Madhya Pradesh,Balaghat,2020,5,0.1236787
Madhya Pradesh,Balaghat,2020,6,0.065267175
Madhya Pradesh,Balaghat,2020,7,0.05276459
Madhya Pradesh,Balaghat,2020,8,0.056143083
Madhya Pradesh,Balaghat,2020,9,0.051468518
Madhya Pradesh,Balaghat,2020,10,0.045387316
Madhya Pradesh,Balaghat,2020,11,0.04593142
Madhya Pradesh,Balaghat,2020,12,0.054299388
Madhya Pradesh,Balaghat,2021,1,0.046878092
Madhya Pradesh,Balaghat,2021,2,0.06127624
Madhya Pradesh,Balaghat,2021,3,0.062343333
Madhya Pradesh,Balaghat,2021,4,0.09653293
Madhya Pradesh,Balaghat,2021,5,0.07879933
Madhya Pradesh,Barwani,2020,1,0.0477723
Madhya Pradesh,Barwani,2020,2,0.049463715
Madhya Pradesh,Barwani,2020,3,0.06705599
Madhya Pradesh,Barwani,2020,4,0.065864116
Madhya Pradesh,Barwani,2020,5,0.056421973
Madhya Pradesh,Barwani,2020,6,0.04810572
Madhya Pradesh,Barwani,2020,7,0.04332201
Madhya Pradesh,Barwani,2020,8,0.044504873
Madhya Pradesh,Barwani,2020,9,0.04453812
Madhya Pradesh,Barwani,2020,10,0.06458848
Madhya Pradesh,Barwani,2020,11,0.039679438
Madhya Pradesh,Barwani,2020,12,0.039559968
Madhya Pradesh,Barwani,2021,1,0.043573845
Madhya Pradesh,Barwani,2021,2,0.042204354
Madhya Pradesh,Barwani,2021,3,0.03635876
Madhya Pradesh,Barwani,2021,4,0.054583386
Madhya Pradesh,Barwani,2021,5,0.048039675
Madhya Pradesh,Betul,2020,1,0.09899026
Madhya Pradesh,Betul,2020,2,0.08300378
Madhya Pradesh,Betul,2020,3,0.09328553
Madhya Pradesh,Betul,2020,4,0.09763628
Madhya Pradesh,Betul,2020,5,0.07062391
Madhya Pradesh,Betul,2020,6,0.051566124
Madhya Pradesh,Betul,2020,7,0.04948102
Madhya Pradesh,Betul,2020,8,0.047395173
Madhya Pradesh,Betul,2020,9,0.043295674
Madhya Pradesh,Betul,2020,10,0.037411164
Madhya Pradesh,Betul,2020,11,0.040530145
Madhya Pradesh,Betul,2020,12,0.044050664
Madhya Pradesh,Betul,2021,1,0.04233969
Madhya Pradesh,Betul,2021,2,0.045804385
Madhya Pradesh,Betul,2021,3,0.050050218
Madhya Pradesh,Betul,2021,4,0.054130673
Madhya Pradesh,Betul,2021,5,0.06958222
Madhya Pradesh,Bhind,2020,1,0.047675222
Madhya Pradesh,Bhind,2020,2,0.066750385
Madhya Pradesh,Bhind,2020,3,0.08405967
Madhya Pradesh,Bhind,2020,4,0.07449808
Madhya Pradesh,Bhind,2020,5,0.051814795
Madhya Pradesh,Bhind,2020,6,0.05484277
Madhya Pradesh,Bhind,2020,7,0.057125866
Madhya Pradesh,Bhind,2020,8,0.051901408
Madhya Pradesh,Bhind,2020,9,0.14599702
Madhya Pradesh,Bhind,2020,10,0.17481941
Madhya Pradesh,Bhind,2020,11,0.33535722
Madhya Pradesh,Bhind,2020,12,0.101502284
Madhya Pradesh,Bhind,2021,1,0.08119433
Madhya Pradesh,Bhind,2021,2,0.07998706
Madhya Pradesh,Bhind,2021,3,0.070829555
Madhya Pradesh,Bhind,2021,4,0.066430114
Madhya Pradesh,Bhind,2021,5,0.055228956
Madhya Pradesh,Bhopal,2020,1,0.06453985
Madhya Pradesh,Bhopal,2020,2,0.075856544
Madhya Pradesh,Bhopal,2020,3,0.07836018
Madhya Pradesh,Bhopal,2020,4,0.06948635
Madhya Pradesh,Bhopal,2020,5,0.05107686
Madhya Pradesh,Bhopal,2020,6,0.055334527
Madhya Pradesh,Bhopal,2020,7,0.057862118
Madhya Pradesh,Bhopal,2020,8,0.052108835
Madhya Pradesh,Bhopal,2020,9,0.05028512
Madhya Pradesh,Bhopal,2020,10,0.048436057
Madhya Pradesh,Bhopal,2020,11,0.038461883
Madhya Pradesh,Bhopal,2020,12,0.04352075
Madhya Pradesh,Bhopal,2021,1,0.047467478
Madhya Pradesh,Bhopal,2021,2,0.044259276
Madhya Pradesh,Bhopal,2021,3,0.057045642
Madhya Pradesh,Bhopal,2021,4,0.06300141
Madhya Pradesh,Bhopal,2021,5,0.06947408
Madhya Pradesh,Chhatarpur,2020,1,0.052549746
Madhya Pradesh,Chhatarpur,2020,2,0.07061553
Madhya Pradesh,Chhatarpur,2020,3,0.08251084
Madhya Pradesh,Chhatarpur,2020,4,0.08427017
Madhya Pradesh,Chhatarpur,2020,5,0.06582384
Madhya Pradesh,Chhatarpur,2020,6,0.059073914
Madhya Pradesh,Chhatarpur,2020,7,0.05778574
Madhya Pradesh,Chhatarpur,2020,8,0.059190806
Madhya Pradesh,Chhatarpur,2020,9,0.057743236
Madhya Pradesh,Chhatarpur,2020,10,0.04272334
Madhya Pradesh,Chhatarpur,2020,11,0.037179936
Madhya Pradesh,Chhatarpur,2020,12,0.048517335
Madhya Pradesh,Chhatarpur,2021,1,0.043066964
Madhya Pradesh,Chhatarpur,2021,2,0.04820128
Madhya Pradesh,Chhatarpur,2021,3,0.049582496
Madhya Pradesh,Chhatarpur,2021,4,0.048752334
Madhya Pradesh,Chhatarpur,2021,5,0.05940771
Madhya Pradesh,Chhindwara,2020,1,0.15769695
Madhya Pradesh,Chhindwara,2020,2,0.09964897
Madhya Pradesh,Chhindwara,2020,3,0.07013893
Madhya Pradesh,Chhindwara,2020,4,0.118121214
Madhya Pradesh,Chhindwara,2020,5,0.09867079
Madhya Pradesh,Chhindwara,2020,6,0.05621956
Madhya Pradesh,Chhindwara,2020,7,0.051138572
Madhya Pradesh,Chhindwara,2020,8,0.05141107
Madhya Pradesh,Chhindwara,2020,9,0.044899214
Madhya Pradesh,Chhindwara,2020,10,0.04509965
Madhya Pradesh,Chhindwara,2020,11,0.041483454
Madhya Pradesh,Chhindwara,2020,12,0.050137997
Madhya Pradesh,Chhindwara,2021,1,0.043634403
Madhya Pradesh,Chhindwara,2021,2,0.06333909
Madhya Pradesh,Chhindwara,2021,3,0.07325446
Madhya Pradesh,Chhindwara,2021,4,0.06360918
Madhya Pradesh,Chhindwara,2021,5,0.07829373
Madhya Pradesh,Damoh,2020,1,0.07543315
Madhya Pradesh,Damoh,2020,2,0.040130246
Madhya Pradesh,Damoh,2020,3,0.08818747
Madhya Pradesh,Damoh,2020,4,0.110102355
Madhya Pradesh,Damoh,2020,5,0.09180888
Madhya Pradesh,Damoh,2020,6,0.05610235
Madhya Pradesh,Damoh,2020,7,0.048836257
Madhya Pradesh,Damoh,2020,8,0.049211144
Madhya Pradesh,Damoh,2020,9,0.05740416
Madhya Pradesh,Damoh,2020,10,0.04974005
Madhya Pradesh,Damoh,2020,11,0.038098745
Madhya Pradesh,Damoh,2020,12,0.050761707
Madhya Pradesh,Damoh,2021,1,0.043657117
Madhya Pradesh,Damoh,2021,2,0.05433466
Madhya Pradesh,Damoh,2021,3,0.052271456
Madhya Pradesh,Damoh,2021,4,0.0619187
Madhya Pradesh,Damoh,2021,5,0.06251475
Madhya Pradesh,Datia,2020,1,0.047785595
Madhya Pradesh,Datia,2020,2,0.061257944
Madhya Pradesh,Datia,2020,3,0.0700457
Madhya Pradesh,Datia,2020,4,0.057980224
Madhya Pradesh,Datia,2020,5,0.066624515
Madhya Pradesh,Datia,2020,6,0.061728258
Madhya Pradesh,Datia,2020,7,0.048144244
Madhya Pradesh,Datia,2020,8,0.049168564
Madhya Pradesh,Datia,2020,9,0.15664354
Madhya Pradesh,Datia,2020,10,0.1729079
Madhya Pradesh,Datia,2020,11,0.33358413
Madhya Pradesh,Datia,2020,12,0.10331047
Madhya Pradesh,Datia,2021,1,0.08320537
Madhya Pradesh,Datia,2021,2,0.08106063
Madhya Pradesh,Datia,2021,3,0.0842353
Madhya Pradesh,Datia,2021,4,0.070581414
Madhya Pradesh,Datia,2021,5,0.08421878
Madhya Pradesh,Dewas,2020,1,0.06736213
Madhya Pradesh,Dewas,2020,2,0.06569647
Madhya Pradesh,Dewas,2020,3,0.068289824
Madhya Pradesh,Dewas,2020,4,0.060618762
Madhya Pradesh,Dewas,2020,5,0.046398096
Madhya Pradesh,Dewas,2020,6,0.059536055
Madhya Pradesh,Dewas,2020,7,0.05382262
Madhya Pradesh,Dewas,2020,8,0.05661114
Madhya Pradesh,Dewas,2020,9,0.05615255
Madhya Pradesh,Dewas,2020,10,0.049738508
Madhya Pradesh,Dewas,2020,11,0.041446958
Madhya Pradesh,Dewas,2020,12,0.041912504
Madhya Pradesh,Dewas,2021,1,0.05100322
Madhya Pradesh,Dewas,2021,2,0.048490435
Madhya Pradesh,Dewas,2021,3,0.055694845
Madhya Pradesh,Dewas,2021,4,0.0668827
Madhya Pradesh,Dewas,2021,5,0.06863527
Madhya Pradesh,Dhar,2020,1,0.16418101
Madhya Pradesh,Dhar,2020,2,0.08091239
Madhya Pradesh,Dhar,2020,3,0.09454395
Madhya Pradesh,Dhar,2020,4,0.08766238
Madhya Pradesh,Dhar,2020,5,0.062413003
Madhya Pradesh,Dhar,2020,6,0.06953708
Madhya Pradesh,Dhar,2020,7,0.05454806
Madhya Pradesh,Dhar,2020,8,0.056889363
Madhya Pradesh,Dhar,2020,9,0.056227323
Madhya Pradesh,Dhar,2020,10,0.0544204
Madhya Pradesh,Dhar,2020,11,0.038003244
Madhya Pradesh,Dhar,2020,12,0.04041989
Madhya Pradesh,Dhar,2021,1,0.047883317
Madhya Pradesh,Dhar,2021,2,0.045923248
Madhya Pradesh,Dhar,2021,3,0.051664963
Madhya Pradesh,Dhar,2021,4,0.06699323
Madhya Pradesh,Dhar,2021,5,0.06853101
Madhya Pradesh,Dindori,2020,1,0.13009867
Madhya Pradesh,Dindori,2020,2,0.10861989
Madhya Pradesh,Dindori,2020,3,0.09824462
Madhya Pradesh,Dindori,2020,4,0.116781086
Madhya Pradesh,Dindori,2020,5,0.111230135
Madhya Pradesh,Dindori,2020,6,0.059907336
Madhya Pradesh,Dindori,2020,7,0.038439836
Madhya Pradesh,Dindori,2020,8,0.051093932
Madhya Pradesh,Dindori,2020,9,0.046367448
Madhya Pradesh,Dindori,2020,10,0.036617145
Madhya Pradesh,Dindori,2020,11,0.037766423
Madhya Pradesh,Dindori,2020,12,0.05489518
Madhya Pradesh,Dindori,2021,1,0.042812936
Madhya Pradesh,Dindori,2021,2,0.06539218
Madhya Pradesh,Dindori,2021,3,0.052734926
Madhya Pradesh,Dindori,2021,4,0.053546995
Madhya Pradesh,Dindori,2021,5,0.07456778
Madhya Pradesh,Guna,2020,1,0.05704152
Madhya Pradesh,Guna,2020,2,0.063044295
Madhya Pradesh,Guna,2020,3,0.087987095
Madhya Pradesh,Guna,2020,4,0.06457407
Madhya Pradesh,Guna,2020,5,0.050934777
Madhya Pradesh,Guna,2020,6,0.059578273
Madhya Pradesh,Guna,2020,7,0.059857033
Madhya Pradesh,Guna,2020,8,0.057570994
Madhya Pradesh,Guna,2020,9,0.052255813
Madhya Pradesh,Guna,2020,10,0.051324088
Madhya Pradesh,Guna,2020,11,0.038966436
Madhya Pradesh,Guna,2020,12,0.043244503
Madhya Pradesh,Guna,2021,1,0.0496769
Madhya Pradesh,Guna,2021,2,0.049391404
Madhya Pradesh,Guna,2021,3,0.06117873
Madhya Pradesh,Guna,2021,4,0.075767286
Madhya Pradesh,Guna,2021,5,0.073332116
Madhya Pradesh,Gwalior,2020,1,0.049357243
Madhya Pradesh,Gwalior,2020,2,0.060916793
Madhya Pradesh,Gwalior,2020,3,0.070730165
Madhya Pradesh,Gwalior,2020,4,0.051458277
Madhya Pradesh,Gwalior,2020,5,0.054979164
Madhya Pradesh,Gwalior,2020,6,0.056259487
Madhya Pradesh,Gwalior,2020,7,0.046378307
Madhya Pradesh,Gwalior,2020,8,0.05377375
Madhya Pradesh,Gwalior,2020,9,0.16398928
Madhya Pradesh,Gwalior,2020,10,0.12974374
Madhya Pradesh,Gwalior,2020,11,0.24401064
Madhya Pradesh,Gwalior,2020,12,0.08971488
Madhya Pradesh,Gwalior,2021,1,0.08384757
Madhya Pradesh,Gwalior,2021,2,0.080854505
Madhya Pradesh,Gwalior,2021,3,0.087333605
Madhya Pradesh,Gwalior,2021,4,0.078478545
Madhya Pradesh,Gwalior,2021,5,0.06760383
Madhya Pradesh,Harda,2020,1,0.07619758
Madhya Pradesh,Harda,2020,2,0.06384265
Madhya Pradesh,Harda,2020,3,0.08506801
Madhya Pradesh,Harda,2020,4,0.096024804
Madhya Pradesh,Harda,2020,5,0.06122866
Madhya Pradesh,Harda,2020,6,0.05418595
Madhya Pradesh,Harda,2020,7,0.05207886
Madhya Pradesh,Harda,2020,8,0.049776778
Madhya Pradesh,Harda,2020,9,0.050309606
Madhya Pradesh,Harda,2020,10,0.03177082
Madhya Pradesh,Harda,2020,11,0.0382628
Madhya Pradesh,Harda,2020,12,0.04361832
Madhya Pradesh,Harda,2021,1,0.045927376
Madhya Pradesh,Harda,2021,2,0.052385382
Madhya Pradesh,Harda,2021,3,0.05480245
Madhya Pradesh,Harda,2021,4,0.06385527
Madhya Pradesh,Harda,2021,5,0.06468348
Madhya Pradesh,Indore,2020,1,0.050521493
Madhya Pradesh,Indore,2020,2,0.067313015
Madhya Pradesh,Indore,2020,3,0.06862107
Madhya Pradesh,Indore,2020,4,0.058543663
Madhya Pradesh,Indore,2020,5,0.037765905
Madhya Pradesh,Indore,2020,6,0.04756074
Madhya Pradesh,Indore,2020,7,0.045618452
Madhya Pradesh,Indore,2020,8,0.04561539
Madhya Pradesh,Indore,2020,9,0.049841795
Madhya Pradesh,Indore,2020,10,0.046453837
Madhya Pradesh,Indore,2020,11,0.041447878
Madhya Pradesh,Indore,2020,12,0.03897905
Madhya Pradesh,Indore,2021,1,0.04327732
Madhya Pradesh,Indore,2021,2,0.040411588
Madhya Pradesh,Indore,2021,3,0.05068244
Madhya Pradesh,Indore,2021,4,0.052904025
Madhya Pradesh,Indore,2021,5,0.07156888
Madhya Pradesh,Jabalpur,2020,1,0.1009267
Madhya Pradesh,Jabalpur,2020,2,0.06768372
Madhya Pradesh,Jabalpur,2020,3,0.09007449
Madhya Pradesh,Jabalpur,2020,4,0.11194881
Madhya Pradesh,Jabalpur,2020,5,0.09594405
Madhya Pradesh,Jabalpur,2020,6,0.057886604
Madhya Pradesh,Jabalpur,2020,7,0.047268916
Madhya Pradesh,Jabalpur,2020,8,0.048699263
Madhya Pradesh,Jabalpur,2020,9,0.056963433
Madhya Pradesh,Jabalpur,2020,10,0.07066636
Madhya Pradesh,Jabalpur,2020,11,0.057068024
Madhya Pradesh,Jabalpur,2020,12,0.04891449
Madhya Pradesh,Jabalpur,2021,1,0.04376178
Madhya Pradesh,Jabalpur,2021,2,0.052753557
Madhya Pradesh,Jabalpur,2021,3,0.057577323
Madhya Pradesh,Jabalpur,2021,4,0.05376518
Madhya Pradesh,Jabalpur,2021,5,0.07352196
Madhya Pradesh,Jhabua,2020,1,0.26551586
Madhya Pradesh,Jhabua,2020,2,0.10758163
Madhya Pradesh,Jhabua,2020,3,0.1009315
Madhya Pradesh,Jhabua,2020,4,0.080441
Madhya Pradesh,Jhabua,2020,5,0.052154154
Madhya Pradesh,Jhabua,2020,6,0.03500408
Madhya Pradesh,Jhabua,2020,7,0.034701757
Madhya Pradesh,Jhabua,2020,8,0.069232225
Madhya Pradesh,Jhabua,2020,9,0.06615493
Madhya Pradesh,Jhabua,2020,10,0.058091268
Madhya Pradesh,Jhabua,2020,11,0.04526167
Madhya Pradesh,Jhabua,2020,12,0.048993647
Madhya Pradesh,Jhabua,2021,1,0.058059905
Madhya Pradesh,Jhabua,2021,2,0.042665455
Madhya Pradesh,Jhabua,2021,3,0.056678936
Madhya Pradesh,Jhabua,2021,4,0.09079362
Madhya Pradesh,Jhabua,2021,5,0.08495928
Madhya Pradesh,Katni,2020,1,0.09471514
Madhya Pradesh,Katni,2020,2,0.072410844
Madhya Pradesh,Katni,2020,3,0.089445464
Madhya Pradesh,Katni,2020,4,0.1079691
Madhya Pradesh,Katni,2020,5,0.09696834
Madhya Pradesh,Katni,2020,6,0.05896187
Madhya Pradesh,Katni,2020,7,0.040654644
Madhya Pradesh,Katni,2020,8,0.050179653
Madhya Pradesh,Katni,2020,9,0.052890275
Madhya Pradesh,Katni,2020,10,0.04129881
Madhya Pradesh,Katni,2020,11,0.03660142
Madhya Pradesh,Katni,2020,12,0.039640624
Madhya Pradesh,Katni,2021,1,0.037277207
Madhya Pradesh,Katni,2021,2,0.043811604
Madhya Pradesh,Katni,2021,3,0.04065734
Madhya Pradesh,Katni,2021,4,0.041508272
Madhya Pradesh,Katni,2021,5,0.07045854
Madhya Pradesh,Khargone (West Nimar),2020,1,0.054742448
Madhya Pradesh,Khargone (West Nimar),2020,2,0.06473408
Madhya Pradesh,Khargone (West Nimar),2020,3,0.10376968
Madhya Pradesh,Khargone (West Nimar),2020,4,0.063609876
Madhya Pradesh,Khargone (West Nimar),2020,5,0.0556581
Madhya Pradesh,Khargone (West Nimar),2020,6,0.049589258
Madhya Pradesh,Khargone (West Nimar),2020,7,0.041253537
Madhya Pradesh,Khargone (West Nimar),2020,8,0.04556601
Madhya Pradesh,Khargone (West Nimar),2020,9,0.051854208
Madhya Pradesh,Khargone (West Nimar),2020,10,0.04665644
Madhya Pradesh,Khargone (West Nimar),2020,11,0.041181434
Madhya Pradesh,Khargone (West Nimar),2020,12,0.042156212
Madhya Pradesh,Khargone (West Nimar),2021,1,0.04416519
Madhya Pradesh,Khargone (West Nimar),2021,2,0.04124631
Madhya Pradesh,Khargone (West Nimar),2021,3,0.037703343
Madhya Pradesh,Khargone (West Nimar),2021,4,0.057162598
Madhya Pradesh,Khargone (West Nimar),2021,5,0.05444121
Madhya Pradesh,Mandla,2020,1,0.11056519
Madhya Pradesh,Mandla,2020,2,0.10181829
Madhya Pradesh,Mandla,2020,3,0.09365899
Madhya Pradesh,Mandla,2020,4,0.11787295
Madhya Pradesh,Mandla,2020,5,0.10256707
Madhya Pradesh,Mandla,2020,6,0.058311075
Madhya Pradesh,Mandla,2020,7,0.045358922
Madhya Pradesh,Mandla,2020,8,0.04640156
Madhya Pradesh,Mandla,2020,9,0.050057314
Madhya Pradesh,Mandla,2020,10,0.038293343
Madhya Pradesh,Mandla,2020,11,0.036405087
Madhya Pradesh,Mandla,2020,12,0.05407055
Madhya Pradesh,Mandla,2021,1,0.04210732
Madhya Pradesh,Mandla,2021,2,0.05300165
Madhya Pradesh,Mandla,2021,3,0.05369762
Madhya Pradesh,Mandla,2021,4,0.05605553
Madhya Pradesh,Mandla,2021,5,0.06883919
Madhya Pradesh,Mandsaur,2020,1,0.05623006
Madhya Pradesh,Mandsaur,2020,2,0.07003315
Madhya Pradesh,Mandsaur,2020,3,0.091564246
Madhya Pradesh,Mandsaur,2020,4,0.08759712
Madhya Pradesh,Mandsaur,2020,5,0.052158564
Madhya Pradesh,Mandsaur,2020,6,0.05404887
Madhya Pradesh,Mandsaur,2020,7,0.05621956
Madhya Pradesh,Mandsaur,2020,8,0.054759856
Madhya Pradesh,Mandsaur,2020,9,0.049634557
Madhya Pradesh,Mandsaur,2020,10,0.048918698
Madhya Pradesh,Mandsaur,2020,11,0.04372539
Madhya Pradesh,Mandsaur,2020,12,0.04465466
Madhya Pradesh,Mandsaur,2021,1,0.051601138
Madhya Pradesh,Mandsaur,2021,2,0.04636504
Madhya Pradesh,Mandsaur,2021,3,0.10601306
Madhya Pradesh,Mandsaur,2021,4,0.10287348
Madhya Pradesh,Mandsaur,2021,5,0.090483464
Madhya Pradesh,Morena,2020,1,0.048251934
Madhya Pradesh,Morena,2020,2,0.06515173
Madhya Pradesh,Morena,2020,3,0.076439194
Madhya Pradesh,Morena,2020,4,0.05982945
Madhya Pradesh,Morena,2020,5,0.06090514
Madhya Pradesh,Morena,2020,6,0.055812463
Madhya Pradesh,Morena,2020,7,0.049205936
Madhya Pradesh,Morena,2020,8,0.056325093
Madhya Pradesh,Morena,2020,9,0.14671525
Madhya Pradesh,Morena,2020,10,0.119641736
Madhya Pradesh,Morena,2020,11,0.31388184
Madhya Pradesh,Morena,2020,12,0.09490886
Madhya Pradesh,Morena,2021,1,0.084283866
Madhya Pradesh,Morena,2021,2,0.082435
Madhya Pradesh,Morena,2021,3,0.09504224
Madhya Pradesh,Morena,2021,4,0.07768379
Madhya Pradesh,Morena,2021,5,0.07441816
Madhya Pradesh,Narmadapuram,2020,1,0.07318336
Madhya Pradesh,Narmadapuram,2020,2,0.0639816
Madhya Pradesh,Narmadapuram,2020,3,0.10440014
Madhya Pradesh,Narmadapuram,2020,4,0.101110645
Madhya Pradesh,Narmadapuram,2020,5,0.06298419
Madhya Pradesh,Narmadapuram,2020,6,0.0556835
Madhya Pradesh,Narmadapuram,2020,7,0.05247166
Madhya Pradesh,Narmadapuram,2020,8,0.05225224
Madhya Pradesh,Narmadapuram,2020,9,0.051496714
Madhya Pradesh,Narmadapuram,2020,10,0.044599008
Madhya Pradesh,Narmadapuram,2020,11,0.060147025
Madhya Pradesh,Narmadapuram,2020,12,0.049745664
Madhya Pradesh,Narmadapuram,2021,1,0.042090684
Madhya Pradesh,Narmadapuram,2021,2,0.052951172
Madhya Pradesh,Narmadapuram,2021,3,0.050075147
Madhya Pradesh,Narmadapuram,2021,4,0.05945938
Madhya Pradesh,Narmadapuram,2021,5,0.0681678
Madhya Pradesh,Narsimhapur,2020,1,0.10768942
Madhya Pradesh,Narsimhapur,2020,2,0.085132405
Madhya Pradesh,Narsimhapur,2020,3,0.087167926
Madhya Pradesh,Narsimhapur,2020,4,0.11103193
Madhya Pradesh,Narsimhapur,2020,5,0.092509605
Madhya Pradesh,Narsimhapur,2020,6,0.058381524
Madhya Pradesh,Narsimhapur,2020,7,0.052485645
Madhya Pradesh,Narsimhapur,2020,8,0.053982094
Madhya Pradesh,Narsimhapur,2020,9,0.05128496
Madhya Pradesh,Narsimhapur,2020,10,0.03930309
Madhya Pradesh,Narsimhapur,2020,11,0.050197367
Madhya Pradesh,Narsimhapur,2020,12,0.07873524
Madhya Pradesh,Narsimhapur,2021,1,0.042176146
Madhya Pradesh,Narsimhapur,2021,2,0.06370211
Madhya Pradesh,Narsimhapur,2021,3,0.074565135
Madhya Pradesh,Narsimhapur,2021,4,0.06540277
Madhya Pradesh,Narsimhapur,2021,5,0.07850688
Madhya Pradesh,Neemuch,2020,1,0.0481782
Madhya Pradesh,Neemuch,2020,2,0.058638245
Madhya Pradesh,Neemuch,2020,3,0.0697516
Madhya Pradesh,Neemuch,2020,4,0.06443659
Madhya Pradesh,Neemuch,2020,5,0.061492324
Madhya Pradesh,Neemuch,2020,6,0.0522638
Madhya Pradesh,Neemuch,2020,7,0.05409035
Madhya Pradesh,Neemuch,2020,8,0.052266493
Madhya Pradesh,Neemuch,2020,9,0.044772163
Madhya Pradesh,Neemuch,2020,10,0.03663325
Madhya Pradesh,Neemuch,2020,11,0.037818976
Madhya Pradesh,Neemuch,2020,12,0.03920917
Madhya Pradesh,Neemuch,2021,1,0.044203393
Madhya Pradesh,Neemuch,2021,2,0.042355273
Madhya Pradesh,Neemuch,2021,3,0.04861438
Madhya Pradesh,Neemuch,2021,4,0.07641055
Madhya Pradesh,Neemuch,2021,5,0.09255368
Madhya Pradesh,Panna,2020,1,0.10681087
Madhya Pradesh,Panna,2020,2,0.06521963
Madhya Pradesh,Panna,2020,3,0.07316849
Madhya Pradesh,Panna,2020,4,0.09349184
Madhya Pradesh,Panna,2020,5,0.06848934
Madhya Pradesh,Panna,2020,6,0.056533758
Madhya Pradesh,Panna,2020,7,0.056257438
Madhya Pradesh,Panna,2020,8,0.05212464
Madhya Pradesh,Panna,2020,9,0.046541438
Madhya Pradesh,Panna,2020,10,0.03870284
Madhya Pradesh,Panna,2020,11,0.034566846
Madhya Pradesh,Panna,2020,12,0.03870427
Madhya Pradesh,Panna,2021,1,0.03689325
Madhya Pradesh,Panna,2021,2,0.0401774
Madhya Pradesh,Panna,2021,3,0.038752504
Madhya Pradesh,Panna,2021,4,0.04802115
Madhya Pradesh,Panna,2021,5,0.057441786
Madhya Pradesh,Raisen,2020,1,0.07046333
Madhya Pradesh,Raisen,2020,2,0.0708643
Madhya Pradesh,Raisen,2020,3,0.09331397
